Skill_Operating Systems,Skill_Algorithms,Skill_Programming Concepts,Skill_Software Engineering,Skill_Computer Networks,Skill_Computer Architecture,Skill_Mathematics,Skill_Communication skills,Working_Hours,Skill_Logical Thinking,No of Hackathons,Skill_Coding,Skill_public speaking,Skill_self-learning,Skill_memory capability,Skill_reading and writing,Gentle or Stubborn?,Management or Technical?,Salary or Work?,Hard or Smart Worker?,Skill_teamwork,Introvert or Extrovert?,Other_Certifications,Workshops,Interested subjects,Interested career area,Type_of_company,Interested Type of Books,Suggested Job Role
68,90,64,76,73,62,77,67,10,9,4,7,8,no,medium,medium,stubborn,Technical,work,hard worker,no,yes,information security,web technologies,hacking,Business process analyst,Service Based,Religion-Spirituality,Project Manager
74,82,62,85,61,69,62,83,7,1,6,7,5,no,poor,medium,stubborn,Technical,salary,smart worker,no,no,app development,data science,parallel computing,Business process analyst,Finance,Prayer books,Information Technology Manager
69,78,90,84,87,61,61,89,10,9,0,9,1,yes,excellent,excellent,stubborn,Technical,salary,hard worker,no,no,python,testing,hacking,cloud computing,Product based,Art,Database Developer
84,84,73,93,62,68,82,88,10,7,1,3,6,yes,poor,excellent,gentle,Management,work,smart worker,yes,no,machine learning,cloud computing,parallel computing,system developer,Service Based,Prayer books,Software Quality Assurance (QA) / Testing
78,69,73,81,75,82,77,66,6,2,4,2,2,yes,poor,medium,gentle,Technical,salary,hard worker,no,no,hadoop,cloud computing,Management,developer,Testing and Maintainance Services,Encyclopedias,Systems Security Administrator
74,90,90,74,93,67,65,72,11,2,0,5,3,no,excellent,excellent,gentle,Management,work,smart worker,yes,yes,app development,database security,networks,cloud computing,Testing and Maintainance Services,Romance,Systems Security Administrator
73,81,75,73,60,69,80,92,4,3,0,7,9,no,poor,medium,gentle,Technical,work,smart worker,yes,yes,r programming,system designing,hacking,system developer,Product based,Travel,Technical Engineer
67,64,77,78,83,84,78,85,7,5,3,8,3,yes,medium,medium,gentle,Technical,work,hard worker,yes,no,python,hacking,IOT,system developer,Product based,Science,Software Systems Engineer
66,70,74,75,73,94,62,73,12,7,2,2,5,yes,medium,poor,gentle,Technical,work,smart worker,yes,yes,distro making,database security,IOT,system developer,product development,Poetry,Software Engineer
72,82,79,82,84,92,85,75,10,7,6,1,5,no,medium,poor,stubborn,Management,work,smart worker,yes,no,full stack,hacking,data engineering,cloud computing,Business Process Analysis,Travel,Software Engineer
71,77,78,60,87,62,91,69,8,4,2,6,3,no,excellent,medium,gentle,Technical,work,smart worker,yes,yes,machine learning,web technologies,cloud computing,cloud computing,Cloud Services,Self help,Software Quality Assurance (QA) / Testing
76,78,72,86,64,87,65,84,7,2,4,1,5,yes,medium,poor,stubborn,Technical,salary,smart worker,no,yes,r programming,game development,Software Engineering,Business process analyst,Web Services,Health,Network Security Engineer
66,73,84,92,82,84,86,86,12,6,1,9,8,yes,medium,medium,stubborn,Management,salary,hard worker,no,no,r programming,data science,Computer Architecture,security,Product based,Satire,Technical Services/Help Desk/Tech Support
81,88,66,72,76,89,72,84,10,1,5,2,8,yes,medium,poor,gentle,Technical,work,smart worker,yes,yes,app development,game development,programming,cloud computing,Service Based,Horror,UX Designer
75,72,73,70,85,91,64,74,9,1,0,1,6,yes,poor,excellent,gentle,Management,work,smart worker,yes,yes,full stack,cloud computing,Computer Architecture,cloud computing,Service Based,Science,Business Systems Analyst
63,75,83,67,65,86,93,67,4,2,1,3,3,yes,excellent,poor,stubborn,Management,salary,hard worker,no,yes,python,data science,Software Engineering,security,SAaS services,Diaries,Database Manager
64,61,88,89,66,89,63,82,4,1,4,6,6,yes,excellent,poor,stubborn,Management,work,hard worker,yes,yes,hadoop,cloud computing,cloud computing,security,Business Process Analysis,Horror,Network Engineer
66,84,69,88,60,65,84,89,10,2,3,2,2,yes,poor,excellent,stubborn,Management,work,hard worker,no,yes,app development,data science,Software Engineering,testing,SAaS services,Fantasy,CRM Business Analyst
76,83,67,69,86,67,66,71,6,8,2,9,3,yes,poor,poor,stubborn,Management,work,hard worker,yes,no,distro making,game development,cloud computing,cloud computing,Sales and Marketing,Fantasy,Software Quality Assurance (QA) / Testing
84,66,69,78,86,92,82,68,12,5,3,9,4,no,medium,poor,gentle,Technical,salary,hard worker,yes,no,shell programming,database security,Computer Architecture,security,Business Process Analysis,History,CRM Technical Developer
89,77,65,78,72,84,77,61,7,9,2,1,6,yes,excellent,medium,stubborn,Management,work,smart worker,no,yes,information security,web technologies,cloud computing,cloud computing,product development,Comics,Software Engineer
78,80,79,62,76,93,73,65,6,9,5,4,9,yes,poor,medium,stubborn,Technical,work,hard worker,yes,no,shell programming,game development,data engineering,system developer,Product based,Science,Applications Developer
85,85,86,88,87,73,66,81,9,1,5,5,8,no,medium,poor,stubborn,Management,salary,hard worker,no,yes,app development,cloud computing,data engineering,system developer,Service Based,Encyclopedias,Database Manager
73,77,92,62,66,71,78,74,12,1,0,7,9,yes,excellent,medium,gentle,Management,salary,hard worker,no,no,r programming,database security,cloud computing,Business process analyst,Business Process Analysis,Action and Adventure,Software Quality Assurance (QA) / Testing
72,68,93,79,77,87,64,80,10,2,1,2,4,yes,medium,poor,stubborn,Management,work,hard worker,yes,no,python,database security,Computer Architecture,testing,Sales and Marketing,Drama,Information Technology Auditor
90,74,72,77,85,89,73,92,11,8,4,2,1,yes,poor,excellent,gentle,Technical,salary,smart worker,no,no,r programming,web technologies,hacking,security,product development,Comics,Information Security Analyst
90,61,86,81,91,94,94,80,10,8,1,8,4,no,poor,medium,stubborn,Technical,salary,smart worker,yes,no,machine learning,web technologies,networks,testing,Finance,Series,Database Manager
84,84,75,67,94,93,82,85,4,2,5,2,9,no,poor,poor,gentle,Management,salary,hard worker,no,yes,distro making,database security,hacking,security,Product based,Health,Database Manager
67,87,73,78,90,81,69,74,12,2,3,2,3,no,excellent,excellent,stubborn,Management,salary,smart worker,no,no,hadoop,web technologies,parallel computing,system developer,product development,Travel,CRM Business Analyst
90,82,65,87,85,84,77,61,6,3,1,7,2,no,medium,excellent,gentle,Management,salary,smart worker,no,no,information security,web technologies,parallel computing,system developer,product development,Religion-Spirituality,Database Developer
89,73,86,66,76,87,88,78,8,1,2,7,8,yes,medium,poor,stubborn,Management,work,hard worker,no,yes,app development,data science,IOT,security,Business Process Analysis,Self help,Design & UX
65,85,84,78,77,79,79,92,6,3,6,1,3,no,medium,poor,gentle,Technical,salary,hard worker,no,yes,distro making,data science,parallel computing,security,product development,Health,Design & UX
76,92,73,73,71,72,67,82,8,9,0,3,7,yes,excellent,medium,gentle,Management,salary,hard worker,yes,no,app development,cloud computing,IOT,system developer,Finance,Comics,Database Developer
93,81,60,66,63,61,84,88,7,5,5,5,1,yes,medium,medium,gentle,Management,work,smart worker,no,no,shell programming,system designing,networks,developer,SAaS services,Self help,Programmer Analyst
85,76,60,78,77,92,62,81,12,2,6,7,4,yes,poor,excellent,gentle,Management,work,smart worker,yes,no,shell programming,database security,Management,developer,SAaS services,Self help,Programmer Analyst
85,78,61,61,78,74,72,69,8,4,1,5,7,no,poor,excellent,stubborn,Technical,salary,smart worker,yes,yes,r programming,hacking,networks,system developer,Product based,Poetry,Database Manager
65,72,69,73,89,77,81,71,5,6,0,1,5,yes,excellent,excellent,gentle,Technical,salary,hard worker,no,no,python,system designing,Computer Architecture,security,Sales and Marketing,Trilogy,Project Manager
92,71,77,65,85,76,94,72,10,1,3,4,2,yes,excellent,poor,stubborn,Technical,work,hard worker,no,no,machine learning,cloud computing,Software Engineering,developer,Web Services,Religion-Spirituality,Web Developer
85,61,94,79,71,77,90,77,4,5,0,5,9,yes,excellent,poor,stubborn,Technical,work,smart worker,yes,yes,full stack,hacking,data engineering,system developer,Cloud Services,Horror,Software Systems Engineer
80,60,61,81,79,93,70,65,8,4,2,9,5,no,medium,excellent,gentle,Technical,work,hard worker,no,no,distro making,game development,programming,system developer,product development,Diaries,Project Manager
75,90,90,63,63,70,81,90,4,1,5,3,6,no,poor,medium,gentle,Technical,work,hard worker,yes,yes,shell programming,hacking,parallel computing,developer,Sales and Marketing,Encyclopedias,Business Intelligence Analyst
73,70,93,83,79,86,92,78,8,5,0,8,4,no,medium,excellent,stubborn,Technical,salary,hard worker,no,yes,machine learning,web technologies,cloud computing,Business process analyst,Business Process Analysis,Series,Technical Support
63,64,63,64,71,72,81,90,9,9,5,8,2,no,excellent,excellent,stubborn,Management,work,smart worker,yes,no,distro making,system designing,networks,security,Business Process Analysis,Guide,Network Security Engineer
92,72,73,87,65,91,91,64,4,1,1,7,2,yes,excellent,poor,stubborn,Management,work,hard worker,yes,yes,distro making,hacking,IOT,cloud computing,SAaS services,Drama,Design & UX
78,74,68,87,87,78,64,83,11,1,5,1,9,no,medium,excellent,gentle,Technical,salary,hard worker,yes,yes,python,hacking,Software Engineering,system developer,Testing and Maintainance Services,Math,Quality Assurance Associate
79,71,69,87,61,66,73,87,5,2,0,8,3,no,medium,medium,gentle,Technical,work,hard worker,no,no,full stack,database security,IOT,testing,Finance,Anthology,Network Security Administrator
60,84,90,75,91,75,90,93,8,4,2,2,9,yes,medium,poor,stubborn,Technical,salary,smart worker,yes,yes,machine learning,system designing,cloud computing,cloud computing,Testing and Maintainance Services,Science,Technical Support
84,81,70,94,80,75,87,72,4,3,0,5,8,yes,poor,excellent,stubborn,Technical,salary,smart worker,yes,yes,information security,data science,Software Engineering,developer,Testing and Maintainance Services,Science,UX Designer
80,73,64,85,70,69,86,87,8,8,5,5,3,yes,excellent,excellent,stubborn,Management,work,hard worker,no,yes,python,game development,networks,cloud computing,Cloud Services,Poetry,Software Developer
94,70,67,66,74,66,73,62,5,9,4,2,6,no,medium,poor,gentle,Management,salary,smart worker,yes,yes,shell programming,testing,cloud computing,security,Finance,Poetry,Information Security Analyst
73,73,88,70,60,83,92,76,4,1,4,1,3,yes,excellent,poor,stubborn,Technical,work,smart worker,yes,no,python,data science,Software Engineering,system developer,Product based,Childrens,Network Engineer
67,90,68,90,75,88,77,69,9,2,0,6,1,yes,poor,medium,gentle,Technical,salary,smart worker,no,no,distro making,testing,Software Engineering,security,Service Based,Horror,Mobile Applications Developer
70,79,87,64,75,73,79,91,8,8,2,6,1,no,medium,poor,gentle,Technical,salary,hard worker,yes,no,app development,cloud computing,data engineering,developer,Cloud Services,Drama,Project Manager
60,88,87,85,88,62,60,67,10,9,6,7,3,yes,medium,excellent,gentle,Management,salary,hard worker,yes,no,full stack,system designing,programming,cloud computing,Sales and Marketing,Self help,E-Commerce Analyst
77,73,69,60,67,72,73,86,5,9,4,4,3,yes,excellent,excellent,gentle,Technical,salary,smart worker,yes,yes,information security,web technologies,programming,security,Business Process Analysis,Satire,Solutions Architect
93,61,67,74,72,86,92,65,6,8,6,5,3,no,poor,excellent,stubborn,Technical,work,smart worker,no,no,r programming,game development,Computer Architecture,cloud computing,Business Process Analysis,Journals,Applications Developer
60,93,65,79,91,94,85,60,7,9,2,5,6,yes,poor,excellent,stubborn,Management,work,hard worker,yes,yes,machine learning,system designing,Computer Architecture,cloud computing,Product based,Guide,Network Security Administrator
66,83,79,87,83,82,65,81,5,9,2,4,9,no,poor,excellent,stubborn,Management,work,smart worker,yes,no,r programming,hacking,cloud computing,system developer,Finance,Satire,Database Developer
75,92,91,63,61,88,81,78,8,5,1,1,1,yes,excellent,poor,gentle,Technical,work,hard worker,no,no,python,cloud computing,hacking,system developer,Service Based,Horror,Software Systems Engineer
66,86,92,80,73,91,83,71,5,9,5,1,1,no,excellent,medium,stubborn,Management,salary,smart worker,yes,yes,information security,cloud computing,cloud computing,cloud computing,Business Process Analysis,Health,Mobile Applications Developer
81,70,81,65,88,62,66,64,11,4,0,5,7,yes,poor,medium,stubborn,Management,salary,smart worker,yes,no,machine learning,game development,Management,testing,Business Process Analysis,Health,Database Administrator
71,93,89,84,81,68,61,85,7,5,6,7,7,no,medium,poor,stubborn,Management,salary,hard worker,yes,no,shell programming,game development,data engineering,security,Finance,History,Database Developer
64,79,66,60,77,72,69,61,9,9,2,9,3,yes,excellent,excellent,gentle,Management,work,hard worker,yes,no,distro making,hacking,Management,system developer,Testing and Maintainance Services,Satire,Quality Assurance Associate
66,86,68,91,66,94,68,86,5,9,1,2,9,no,poor,poor,gentle,Management,salary,hard worker,no,no,information security,hacking,programming,security,product development,Math,CRM Technical Developer
90,85,90,80,68,86,92,61,6,7,0,4,9,yes,medium,medium,stubborn,Management,work,smart worker,no,no,distro making,cloud computing,programming,developer,Product based,Satire,Project Manager
88,76,62,65,67,94,84,70,9,4,3,6,2,yes,excellent,medium,gentle,Management,work,smart worker,no,yes,python,database security,Computer Architecture,security,Service Based,Romance,UX Designer
67,89,72,85,85,60,62,64,12,9,5,8,6,no,excellent,excellent,stubborn,Technical,work,smart worker,yes,yes,hadoop,cloud computing,data engineering,developer,Sales and Marketing,History,Database Manager
81,75,74,66,68,70,64,71,10,5,0,1,5,yes,poor,poor,gentle,Management,salary,smart worker,yes,no,hadoop,system designing,Computer Architecture,security,Business Process Analysis,Childrens,Business Intelligence Analyst
67,68,87,75,79,70,68,94,11,2,3,6,5,yes,poor,poor,gentle,Management,work,smart worker,no,no,shell programming,testing,IOT,Business process analyst,Cloud Services,Horror,Information Technology Auditor
65,87,78,93,75,87,65,67,7,7,5,8,8,no,poor,excellent,gentle,Technical,salary,hard worker,yes,no,machine learning,system designing,Management,security,product development,Diaries,Software Quality Assurance (QA) / Testing
69,69,94,80,64,61,64,60,6,7,0,1,6,yes,medium,poor,stubborn,Management,salary,smart worker,yes,yes,hadoop,system designing,IOT,cloud computing,Cloud Services,Art,Information Security Analyst
73,86,82,66,65,69,84,69,5,3,2,4,1,yes,excellent,medium,stubborn,Management,salary,smart worker,no,no,distro making,game development,cloud computing,testing,Product based,Romance,Business Intelligence Analyst
67,88,94,89,79,70,83,61,5,8,5,8,2,no,medium,medium,stubborn,Technical,salary,smart worker,yes,yes,machine learning,database security,networks,developer,product development,Self help,Information Security Analyst
69,86,92,89,86,63,94,73,9,6,0,2,7,yes,medium,excellent,stubborn,Technical,salary,hard worker,no,no,hadoop,cloud computing,networks,testing,Finance,Action and Adventure,Network Security Administrator
